# BEAST v1.8.2, r6687
# Generated Sun Jan 24 12:06:37 EST 2016 [seed=1453655180944]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-2)	tmrca(HIV-1)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
109000	-317907.97509415523	-505.4406827731985	-317402.53441138205	800.1965792889712	222.64296027229454	385.0028387182095	4157.25765124722	3.2942778596811575	0.7046479807913962	9.861415852804487E-4	-317402.53441138205	-494.7626846029615
110000	-317892.3275393854	-503.2271157543602	-317389.100423631	784.7130087736249	215.90771939881097	376.0133795508136	3421.0483863224767	3.2942778596811575	0.7046479807913962	0.0010331035357409775	-317389.100423631	-492.697549896155
111000	-317902.1766871487	-510.268874959585	-317391.9078121891	808.8782629653947	223.63841262905964	382.80246062242793	5502.891376220215	3.2942778596811575	0.7046479807913962	9.986847472319175E-4	-317391.9078121891	-499.2978321749999
112000	-317888.3765545526	-504.51753273213455	-317383.8590218204	814.3638832467346	212.32680319828484	378.2784387042174	3689.534611436182	3.2923813057380555	0.7046479807913962	9.920813244992928E-4	-317383.8590218204	-493.9535373306329
113000	-317890.7588487138	-501.1419674715419	-317389.6168812423	771.5045419720905	201.62828726015894	352.5460441828709	3000.2658510803267	3.2923813057380555	0.7046479807913962	0.0010729332993237501	-317389.6168812423	-490.7065032688103
114000	-317903.97203253006	-506.1140807346237	-317397.85795179545	840.5541614418867	213.3189613812711	383.3291075322691	3415.8953814891383	3.2923813057380555	0.7046479807913962	9.85429377026403E-4	-317397.85795179545	-495.63386691357397
115000	-317895.1574033632	-502.1158509113257	-317393.0415524519	784.397805093857	199.06739240376567	365.19041796730176	3224.7874865846957	3.2923813057380555	0.7046479807913962	0.0010436238995994952	-317393.0415524519	-491.6358900138992
116000	-317887.6408554971	-502.93661299544704	-317384.70424250164	794.3295433742395	210.02574837704384	376.85051844481075	3304.5226558768445	3.2923813057380555	0.6862364569172232	0.0010372636785704835	-317384.70424250164	-492.43833401948746
117000	-317887.1437163937	-503.3245249183286	-317383.81919147534	804.1164849815223	206.03730250697205	375.3359398663776	2926.6413370232126	3.2923813057380555	0.6862364569172232	0.0010366253283875238	-317383.81919147534	-492.94829750211903
118000	-317888.4259203282	-505.14532512333625	-317383.28059520485	814.7867789338413	211.24171226880244	380.5320297323556	2804.021553537847	3.2923813057380555	0.6862364569172232	0.0010038099630032135	-317383.28059520485	-494.8440342175147
119000	-317893.2993140927	-500.1861510025151	-317393.1131630902	757.8791472583142	204.48570355262294	348.6446277103476	2970.1383140271887	3.2923813057380555	0.6862364569172232	0.0010674190780919658	-317393.1131630902	-489.7659266730586
120000	-317890.7504690903	-503.2287560281666	-317387.52171306213	797.0597007816671	208.1340121220825	366.4099529274517	3098.266017065524	3.2923813057380555	0.6862364569172232	0.001035364938431615	-317387.52171306213	-492.796756853608
121000	-317889.033985144	-500.0630371394543	-317388.9709480045	755.7150501668209	198.4812618362477	349.4167486847035	3156.8012824681655	3.2923813057380555	0.6879801062365013	0.0010703435632373687	-317388.9709480045	-489.5791287767742
122000	-317890.2159795774	-504.60830455483153	-317385.60767502256	780.3277081260494	203.57738627647396	367.2359386044953	2653.4310445123515	3.2923813057380555	0.6879801062365013	0.0010296558678720789	-317385.60767502256	-494.3368182505246
123000	-317886.20790142816	-501.5234628146771	-317384.6844386135	761.5766234161543	198.03416913586202	364.9968791639497	2877.117859708028	3.2923813057380555	0.6879801062365013	0.0010770556769086161	-317384.6844386135	-491.1260795002647
124000	-317890.1190773643	-505.1612617755207	-317384.95781558874	825.301785310522	210.5375179150659	390.24080104557106	3388.891482278815	3.2923813057380555	0.6879801062365013	9.787631930592894E-4	-317384.95781558874	-494.6957656865305
