# BEAST v1.6.1, Build r3651
# Generated Sun Jan 24 07:25:06 EST 2016 [seed=1453638294803]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-2)	tmrca(HIV-1)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
98000	-317920.6334694016	-507.8661071150855	-317412.7673622865	908.0622668856637	211.08927920393947	405.6109703844948	3570.242808983669	3.3172921793798342	0.682855508888614	9.422696597842872E-4	-317412.7673622865	-497.37796027866057
99000	-317904.9011633522	-504.0547978983512	-317400.84636545385	856.5897847646232	204.09224979562293	380.03304918935714	3502.4224192440024	3.3172921793798342	0.682855508888614	9.953140823552272E-4	-317400.84636545385	-493.53111768270264
100000	-317904.41358184564	-507.99406874712105	-317396.41951309855	958.5869569843873	218.3591117169089	399.42691167073843	3600.6037425833483	3.3172921793798342	0.682855508888614	9.30261411572799E-4	-317396.41951309855	-497.51026702865687
101000	-317908.84069225576	-505.45011880857595	-317403.39057344716	887.1063456033895	208.98047257704965	386.6796960346275	3425.335100183771	3.3172921793798342	0.682855508888614	9.84108938372714E-4	-317403.39057344716	-494.9600045722162
102000	-317914.3656569229	-512.2758379827502	-317402.08981894015	967.3322673321743	230.09054610289746	420.62401170189344	4874.0294566359335	3.3172921793798342	0.682855508888614	8.993933680074322E-4	-317402.08981894015	-501.52292822273233
103000	-317915.126195656	-507.5380201028174	-317407.5881755532	898.1905236734666	220.2945237694978	393.94806826732884	3951.078009112434	3.3172921793798342	0.682855508888614	9.414489277010286E-4	-317407.5881755532	-496.9493889433353
104000	-317910.45800743793	-506.74502180781826	-317403.7129856301	916.5306278300561	214.04214894546578	393.86101598458566	3537.2881401210793	3.3172921793798342	0.682855508888614	9.70946093171251E-4	-317403.7129856301	-496.23619870463006
105000	-317913.9756657411	-508.06872292043187	-317405.90694282064	892.6870784712163	213.3826987716866	385.072521627563	4559.403420382822	3.3172921793798342	0.682855508888614	9.67960272548152E-4	-317405.90694282064	-497.30914522993413
106000	-317916.752050192	-509.840367916407	-317406.9116822756	973.3993953524122	226.14920184073944	408.1110789120325	3729.528424745479	3.3172921793798342	0.682855508888614	9.353623686360324E-4	-317406.9116822756	-499.31592302103195
107000	-317906.2728627561	-509.4856517042113	-317396.7872110519	899.670670767262	214.93397015079782	393.2429933260532	2591.715858146039	3.3172921793798342	0.682855508888614	9.52892078770001E-4	-317396.7872110519	-499.3066193677613
108000	-317913.6166989191	-505.82048338588464	-317407.7962155332	909.0123178084638	210.94236774289547	382.8810474251355	3458.237728943596	3.3172921793798342	0.682855508888614	9.748513104419399E-4	-317407.7962155332	-495.3302515245087
109000	-317913.626381977	-508.23636108842265	-317405.3900208886	908.3532205353675	214.39402279916035	396.58812231464344	4447.290081937505	3.2980546910939905	0.682855508888614	9.659678414963821E-4	-317405.3900208886	-497.5102851817627
110000	-317917.47165384813	-504.7209859770297	-317412.7506678711	888.4595040217407	205.95896559115764	380.7046578110538	3021.611550266201	3.2980546910939905	0.682855508888614	0.0010192384406780659	-317412.7506678711	-494.32778786556514
111000	-317915.7407048007	-509.9135788654432	-317405.82712593523	942.2122888627345	229.74746299072757	408.4286357352361	3950.4444250067404	3.2980546910939905	0.682855508888614	9.030488837250199E-4	-317405.82712593523	-499.37325637946054
112000	-317914.0389710022	-509.32853782497523	-317404.71043317724	935.9647231077186	228.19794103189125	413.5373302269442	3802.2846693568954	3.2980546910939905	0.682855508888614	9.356274336134207E-4	-317404.71043317724	-498.79103604800804
113000	-317919.7313125845	-511.5569076576591	-317408.17440492683	960.0094436658513	226.58987397327653	404.1332469843592	5173.559553754012	3.2980546910939905	0.6981859292432961	9.271371561952323E-4	-317408.17440492683	-500.7205537794225
114000	-317912.5973375288	-510.93920151872254	-317401.65813601005	966.6940531761693	232.80944239582556	423.02441650917467	4213.030494391031	3.2980546910939905	0.6981859292432961	8.944448751187811E-4	-317401.65813601005	-500.3440887442164
115000	-317922.32363700453	-512.0865384734207	-317410.2370985311	997.0581914736049	230.29832190170418	430.9578459728692	3880.335764648009	3.2980546910939905	0.6981859292432961	8.597427942098191E-4	-317410.2370985311	-501.6132167041352
116000	-317911.4756143458	-511.6872805373937	-317399.7883338084	974.2027119656891	228.13784094615178	425.5682579054381	4264.032532658771	3.2980546910939905	0.6981859292432961	8.885716694523694E-4	-317399.7883338084	-501.086716052295
117000	-317910.5838433178	-513.5007816379087	-317397.0830616799	1007.9793619259273	234.58283674475	441.10949344320795	4415.112809204165	3.2980546910939905	0.6981859292432961	8.527777623999252E-4	-317397.0830616799	-502.9064743343193
118000	-317927.83943377546	-516.5094553301958	-317411.32997844525	1066.6638589922616	251.85639420825052	457.7088439713292	4531.099532525476	3.2980546910939905	0.6795032173440201	8.1895085552362E-4	-317411.32997844525	-505.9296512386559
119000	-317913.8969834098	-513.9214328464379	-317399.97555056337	1004.3262057149827	238.36416907736577	437.815993244198	3371.314783931738	3.2980546910939905	0.6795032173440201	8.603489132557332E-4	-317399.97555056337	-503.5880259045506
