# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
2874000	-335983.1734619138	-1163.094552209412	-334820.07890970435	8.281773327285963E7	3.0011476977366123E7	1.4974305853569753E7	3.75953943203263E7	2.0574725614211243E7	3.099404453292607E8	3.2081910292006297	0.6910423131252698	1.2068308131438073E-8	-334820.07890970435	-1152.5264489789852
2875000	-335947.6288434147	-1132.7967501747605	-334814.83209323994	4.940926609542816E7	1.7468611706127718E7	8716010.035830043	2.1882939843841583E7	1.19758148852799E7	1.9647689299290878E8	3.2081910292006297	0.6910423131252698	2.0707603678437135E-8	-334814.83209323994	-1122.1451040917505
2876000	-335967.5175002835	-1149.25770419552	-334818.259796088	6.4806025620288715E7	2.3248459874201618E7	1.1599880573798126E7	2.9123358939317383E7	1.593825866102634E7	2.8073299964200985E8	3.2081910292006297	0.6910423131252698	1.545756052655817E-8	-334818.259796088	-1138.5413092250242
2877000	-335993.6483758516	-1178.7333583073246	-334814.9150175443	1.0267245474491075E8	3.8065423724325694E7	1.8992843895142686E7	4.768457800212949E7	2.622014628089437E7	2.937142004242001E8	3.2081910292006297	0.6910423131252698	9.600219085939154E-9	-334814.9150175443	-1168.4475961942517
2878000	-335973.3358701199	-1155.1539445055537	-334818.18192561436	7.136428791550349E7	2.6671479344835702E7	1.297602942544129E7	3.2578401144739896E7	1.7913767498887993E7	2.5880109955517232E8	3.2081910292006297	0.6910423131252698	1.3847179206025234E-8	-334818.18192561436	-1144.628800439161
2879000	-335985.41628938523	-1171.9890655457514	-334813.4272238395	9.345120603615247E7	3.402806941492183E7	1.7324246538685545E7	4.305052912991612E7	2.367203860346411E7	4.447937368844805E8	3.2061751287985065	0.6994029277316974	1.057093803898319E-8	-334813.4272238395	-1161.1927687504167
2880000	-335999.6143131201	-1184.8830148609961	-334814.7312982591	1.2090867563069369E8	4.370264644228018E7	2.224973189419509E7	5.529029668937891E7	3.0402275281639762E7	4.3630111881930715E8	3.2061751287985065	0.6994029277316974	8.15246710580845E-9	-334814.7312982591	-1174.3655242428877
2881000	-336013.68727156695	-1199.6351035705143	-334814.0521679964	1.5868926351009655E8	5.703696102050513E7	2.903844947792783E7	7.216670658904438E7	3.967845271026749E7	6.366052363973775E8	3.2061751287985065	0.6861046955657758	6.1743976799350185E-9	-334814.0521679964	-1189.017427204996
2882000	-336042.82370633044	-1226.9042606754517	-334815.919445655	2.5319829859941885E8	9.23152132611306E7	4.699918453516047E7	1.1568389553257641E8	6.264782415083567E7	1.138613416698544E9	3.2061751287985065	0.6861046955657758	3.941973338503526E-9	-334815.919445655	-1216.1534487112579
2883000	-336034.39862995123	-1218.2035064812437	-334816.19512347	2.1992510362201154E8	7.973316155877262E7	4.041527327668694E7	9.99168220102114E7	5.428314118590507E7	8.421878976813475E8	3.2061751287985065	0.6861046955657758	4.463222442313215E-9	-334816.19512347	-1207.6301924802706
2884000	-336024.13226665347	-1209.8530166877097	-334814.27924996574	1.970143316432318E8	6.808891914864476E7	3.451302094020565E7	8.721705874602234E7	4.6355623420465E7	6.369334364301294E8	3.2061751287985065	0.6861046955657758	5.2768573021817136E-9	-334814.27924996574	-1199.3917484506944
2885000	-336030.23285636865	-1218.6647770617035	-334811.5680793069	2.217444771310089E8	8.022370055056052E7	4.066391847046073E7	1.0126318614769721E8	5.6481240349827684E7	8.420587002016538E8	3.2061751287985065	0.7107543886315596	4.445060042515474E-9	-334811.5680793069	-1208.0956900508884
2886000	-336049.1780166429	-1234.2607361833275	-334814.9172804596	2.898320621738777E8	1.085701253643964E8	5.4083731328367926E7	1.3376720247138382E8	7.461090057635036E7	1.17549930233921E9	3.2061751287985065	0.7107543886315596	3.35324865296835E-9	-334814.9172804596	-1223.6396325149587
2887000	-336063.01278877794	-1247.085192507336	-334815.92759627063	3.606523844611777E8	1.3048330017220147E8	6.528065421433542E7	1.6567976650811103E8	9.069342305708708E7	1.6890024816380103E9	3.2061751287985065	0.7107543886315596	2.815443558675534E-9	-334815.92759627063	-1236.2762787217637
2888000	-336103.19172078685	-1284.1566929749795	-334819.0350278119	6.933211071626927E8	2.5710612887934005E8	1.3297665119142029E8	3.262744499099737E8	1.8496976193682292E8	2.52333381319616E9	3.2061751287985065	0.7107543886315596	1.377316077441117E-9	-334819.0350278119	-1273.660604429328
2889000	-336104.2193981392	-1292.324986023905	-334811.89441211533	8.231481766544563E8	2.9640121960478574E8	1.5586132916743505E8	3.688551810641034E8	2.0343257441103113E8	2.801352686711224E9	3.2061751287985065	0.7107543886315596	1.2083252398933884E-9	-334811.89441211533	-1281.8551465752857
2890000	-336120.2183374987	-1302.1659618980668	-334818.0523756007	9.900544243880707E8	3.572660743674044E8	1.868758921753347E8	4.495742278269204E8	2.4391325316972613E8	3.500640285403326E9	3.2061751287985065	0.6871242387411073	9.96604959076642E-10	-334818.0523756007	-1291.6657224445487
2891000	-336078.9898157171	-1263.6448727492793	-334815.3449429678	4.976124365900963E8	1.7775324590045813E8	9.509102621245861E7	2.2454294412619534E8	1.2601420836761378E8	2.0875201401736345E9	3.2061751287985065	0.6886820084568399	2.004417955245724E-9	-334815.3449429678	-1252.9635465759357
2892000	-336113.80450591876	-1289.0879185244446	-334824.7165873943	7.747632400817368E8	2.758731417447962E8	1.4797452521037826E8	3.5933545110312665E8	1.9539021250095135E8	3.412959603154558E9	3.2061751287985065	0.6886820084568399	1.2603352619113724E-9	-334824.7165873943	-1278.378501322671
2893000	-336116.90461712173	-1300.9372619820901	-334815.96735513967	9.5374848036871E8	3.502303096160136E8	1.8418209035040963E8	4.478254319019869E8	2.41833269660791E8	3.728765074764185E9	3.2175518803159466	0.6886820084568399	1.0409494881580698E-9	-334815.96735513967	-1290.3264804237629
2894000	-336119.85312053317	-1305.7036211794161	-334814.1494993538	1.0374056615250177E9	3.82657466594516E8	1.9734144963117042E8	4.907768834466494E8	2.5923080425820836E8	3.9065241582661076E9	3.2175518803159466	0.6886820084568399	9.421302578614152E-10	-334814.1494993538	-1295.1459139612302
2895000	-336096.9374715539	-1279.79530000122	-334817.1421715527	6.668638045455344E8	2.4054720680959728E8	1.2532371371029651E8	3.0577204228181124E8	1.679659447592242E8	2.6506331095314927E9	3.2175518803159466	0.6886820084568399	1.5286629107911283E-9	-334817.1421715527	-1269.1419211092596
2896000	-336076.8866224553	-1266.4854121329179	-334810.4012103224	5.090136587672253E8	1.9102669154448235E8	9.86999498012557E7	2.4139721078941756E8	1.322832672703814E8	1.7903063792959669E9	3.2175518803159466	0.6886820084568399	1.927947867580305E-9	-334810.4012103224	-1255.992614340188
2897000	-336097.8044649748	-1289.702821099653	-334808.1016438751	7.834792496630794E8	2.8202829780491924E8	1.5024179548169336E8	3.64725007871959E8	1.9986567176456118E8	3.0681191195424113E9	3.2175518803159466	0.6976588412994552	1.2502152417353541E-9	-334808.1016438751	-1279.1040526504294
2898000	-336088.7024199462	-1284.415209928589	-334804.2872100176	6.970757758564576E8	2.6069187201119745E8	1.3467525791545522E8	3.290392157354778E8	1.799601351945982E8	3.2470960560222077E9	3.2175518803159466	0.6976588412994552	1.4251351723951642E-9	-334804.2872100176	-1273.628925126648
2899000	-336064.3094785785	-1259.7077898357677	-334804.60168874275	4.5367741612525964E8	1.6798147472609764E8	8.563603849527405E7	2.1056284389404482E8	1.1737672050332281E8	1.5418115702094305E9	3.2175518803159466	0.6976588412994552	2.182462274344624E-9	-334804.60168874275	-1249.2405471711895
2900000	-336059.49473259435	-1253.4289129778613	-334806.0658196165	4.0925322924469715E8	1.5048695801506135E8	7.537910744429119E7	1.8870994861862198E8	1.0519498352876708E8	1.5224250648708153E9	3.2175518803159466	0.6976588412994552	2.3776081876240974E-9	-334806.0658196165	-1242.888768226903
2901000	-336064.0011971846	-1254.5432917227515	-334809.45790546184	4.1291077870966303E8	1.5272949471351027E8	7.994673084346272E7	1.9388333094557613E8	1.0676258522772878E8	1.6275418079459794E9	3.2175518803159466	0.6976588412994552	2.387945681310998E-9	-334809.45790546184	-1243.9320465983553
2902000	-336084.411748647	-1274.642784598258	-334809.7689640487	5.772923923490218E8	2.1758535916837588E8	1.1358794917054513E8	2.778622791781885E8	1.4976564940827382E8	2.232301722435428E9	3.2175518803159466	0.6987288773123018	1.6363581010524642E-9	-334809.7689640487	-1264.0931594273973
2903000	-336110.33757485164	-1291.0607801668639	-334819.27679468476	8.126401336429521E8	2.9008086715580666E8	1.514334002975986E8	3.570637179327002E8	2.027347998262777E8	2.844297493265498E9	3.2175518803159466	0.712190708331288	1.22929657142746E-9	-334819.27679468476	-1280.5546170601679
2904000	-336098.8991163508	-1279.1859770014921	-334819.7131393493	6.614956278130629E8	2.3626814946656975E8	1.2169511852984695E8	2.935086889123902E8	1.621951571980233E8	2.3019996116991186E9	3.2175518803159466	0.712190708331288	1.5338563921416353E-9	-334819.7131393493	-1268.670230237112
2905000	-336138.89000402874	-1318.1224427136324	-334820.7675613151	1.3002892519943957E9	4.719485936855237E8	2.4308752651690298E8	6.104642115060778E8	3.1731589512164265E8	5.4979676313377695E9	3.2175518803159466	0.712190708331288	7.473549472069782E-10	-334820.7675613151	-1307.4543767134478
2906000	-336130.5723950878	-1313.825359482357	-334816.7470356054	1.1791704500107796E9	4.318967700965992E8	2.1450736171170264E8	5.505718349324665E8	2.846448117153218E8	5.862229773142504E9	3.2175518803159466	0.712190708331288	8.303696525070071E-10	-334816.7470356054	-1302.9879165464633
2907000	-336196.95028908196	-1378.5795148038917	-334818.37077427807	3.8053794495358076E9	1.408739788746389E9	6.984217272243227E8	1.7562570553595972E9	9.491847367707155E8	1.3493606530196724E10	3.16588055217276	0.712190708331288	2.544073693264334E-10	-334818.37077427807	-1368.1079899697236
2908000	-336142.8471195672	-1330.8490214792123	-334811.998098088	1.6229311172918727E9	6.05285941355675E8	2.998948222848569E8	7.527566034746294E8	3.979056626471965E8	6.683001116464268E9	3.16588055217276	0.6930905549140026	6.045021600651398E-10	-334811.998098088	-1320.215542495976
2909000	-336111.90567064035	-1304.394114394523	-334807.51155624585	1.0243629710814112E9	3.698143607788896E8	1.828204312185554E8	4.659880700645472E8	2.5531540623490635E8	3.4079363982921953E9	3.16588055217276	0.6930905549140026	9.831773585552304E-10	-334807.51155624585	-1293.948197718533
2910000	-336087.2923602014	-1277.4110298592063	-334809.8813303422	6.062070950891446E8	2.2288693648756707E8	1.101857855271418E8	2.777867134782505E8	1.5177554907189962E8	3.0988931854662714E9	3.16588055217276	0.6927223306291453	1.6353944802440706E-9	-334809.8813303422	-1266.5518341716563
2911000	-336098.27485752944	-1288.913979874412	-334809.36087765504	7.794603805555197E8	2.8658689287236565E8	1.4295169951108277E8	3.574054723201174E8	1.9242926489284098E8	3.048891437755507E9	3.16588055217276	0.6927223306291453	1.2620885372883097E-9	-334809.36087765504	-1278.3299081495852
2912000	-336109.36440703046	-1298.3357793137611	-334811.0286277167	8.9775457541379E8	3.347134931847222E8	1.700342618156697E8	4.224229520157696E8	2.2886882734739405E8	3.509620479644946E9	3.16588055217276	0.6927223306291453	1.0712524269208014E-9	-334811.0286277167	-1287.7747532663752
2913000	-336122.8267269603	-1301.7450647560522	-334821.08166220423	9.41153074555756E8	3.487536993335617E8	1.8264505369852096E8	4.410464953501999E8	2.426313112742184E8	3.955337926176167E9	3.16588055217276	0.6927223306291453	1.0302269078553187E-9	-334821.08166220423	-1291.1034909046796
2914000	-336123.7985198269	-1314.7633322820727	-334809.0351875448	1.1984851166278703E9	4.4718707264197487E8	2.2533585714747497E8	5.686034838543434E8	3.078694126822235E8	4.299920604238525E9	3.16588055217276	0.7075748627335824	8.152344023261516E-10	-334809.0351875448	-1304.272052527718
2915000	-336147.84233763185	-1337.1946821500703	-334810.64765548176	1.7886763028288367E9	6.67924098128413E8	3.444637927842288E8	8.621061426682119E8	4.636147440383284E8	6.9872753159856825E9	3.16588055217276	0.7075748627335824	5.400278046724266E-10	-334810.64765548176	-1326.6293514699707
2916000	-336170.86585774034	-1351.9174117877872	-334818.94844595256	2.380909959928339E9	8.71087759507889E8	4.4369433578790873E8	1.1466967406695209E9	6.048990407869684E8	8.851917343781368E9	3.16588055217276	0.7075748627335824	4.1239039422640886E-10	-334818.94844595256	-1341.384918224643
2917000	-336167.9421304924	-1344.4979709728839	-334823.4441595195	2.0023045467575445E9	7.725173240697062E8	3.823108153596487E8	1.0038488812730092E9	5.279378283666092E8	8.840340024582315E9	3.265215163834719	0.7075748627335824	4.804783338921244E-10	-334823.4441595195	-1333.7799134948832
2918000	-336194.2062877703	-1377.9853522920484	-334816.2209354782	3.8352025666236043E9	1.4123905586151762E9	6.94632336335927E8	1.7922816401445808E9	9.601874973009883E8	1.606759314841444E10	3.265215163834719	0.7075748627335824	2.631700275039774E-10	-334816.2209354782	-1367.2711955978275
2919000	-336210.2141911773	-1395.021307893765	-334815.19288328354	5.044639257556326E9	1.8922110970853999E9	9.569481612787054E8	2.4589904200215144E9	1.3025150910048454E9	1.8964614124257164E10	3.265215163834719	0.7075748627335824	1.948158499782921E-10	-334815.19288328354	-1384.4418255837554
2920000	-336212.19915350026	-1395.0193266015033	-334817.17982689873	5.266540640297717E9	1.8702926894152026E9	9.522141187272753E8	2.4035930386724277E9	1.311961319901175E9	1.7608803769153934E10	3.265215163834719	0.7075748627335824	1.9283525485886707E-10	-334817.17982689873	-1384.5242284407095
2921000	-336200.57975249493	-1386.9752478035084	-334813.60450469144	4.454542099771528E9	1.6274694815994446E9	8.26377089508376E8	2.0920467749059966E9	1.1013893642164845E9	1.6546447266305372E10	3.265215163834719	0.7075748627335824	2.2350781909864767E-10	-334813.60450469144	-1376.3949146563236
2922000	-336242.44326556573	-1423.29227834297	-334819.15098722273	8.673912569816849E9	3.1177793114129148E9	1.5294465399712946E9	4.00829082372977E9	2.0962452929425466E9	2.999294995772236E10	3.265215163834719	0.7075748627335824	1.1380851102038785E-10	-334819.15098722273	-1412.7914084161946
2923000	-336246.87071842205	-1420.5773867120108	-334826.29333171004	8.418000198304383E9	3.001187866589511E9	1.4829863139469194E9	3.774472989324461E9	2.008640911226908E9	3.101518469326764E10	3.220523386552607	0.7039541764157942	1.2103107894626214E-10	-334826.29333171004	-1409.9968716848696
2924000	-336238.8555406892	-1424.0242816880461	-334814.83125900116	8.8023389269442E9	3.1583120724582705E9	1.5605925515194795E9	4.0362090496605377E9	2.1365095063485682E9	2.8919752517591034E10	3.220523386552607	0.7039541764157942	1.1463622563383223E-10	-334814.83125900116	-1413.5679479550777
2925000	-336232.01904554956	-1415.0286462715499	-334816.990399278	7.23838666814138E9	2.647472962430893E9	1.3540830111471605E9	3.448354454480258E9	1.8430233064155536E9	3.1922652767263165E10	3.220523386552607	0.7039541764157942	1.358165629269309E-10	-334816.990399278	-1404.3041497298552
2926000	-336282.5938592836	-1465.017664163096	-334817.5761951205	1.7254310822415928E10	6.258878512471791E9	3.2505022598580427E9	8.155430311676132E9	4.351305933852196E9	5.1899898829891045E10	3.2120013239716587	0.686041053163786	5.599080163134159E-11	-334817.5761951205	-1454.6953332368762
2927000	-336312.9103568479	-1504.0114561324167	-334808.8989007155	3.632101154787676E10	1.2905621902481728E10	6.717203313737093E9	1.6771677404249264E10	8.975658417803349E9	1.2087340175807689E11	3.2120013239716587	0.686041053163786	2.7923891622114987E-11	-334808.8989007155	-1493.538707378589
2928000	-336324.957067547	-1512.518108097609	-334812.4389594494	4.2136582520676056E10	1.5183758869194305E10	7.88045719701685E9	1.971665859664615E10	1.0539436523221735E10	1.710225509251497E11	3.238647059232258	0.686041053163786	2.3680141024495826E-11	-334812.4389594494	-1501.8538229662042
2929000	-336307.26101141993	-1498.72155412057	-334808.53945729934	3.2614951146975628E10	1.1675978357460344E10	5.970443943825341E9	1.4839414390526394E10	8.128636036142E9	1.0057112340982594E11	3.238647059232258	0.6963629409635286	3.0121071396559594E-11	-334808.53945729934	-1488.3478516213058
2930000	-336303.3782364915	-1493.2844971551713	-334810.09373933636	2.9948889173577E10	1.0565649963474993E10	5.374893156583535E9	1.3406237223046556E10	7.3362162037618475E9	9.027321320970314E10	3.238647059232258	0.6963629409635286	3.3736609865117434E-11	-334810.09373933636	-1482.9055737925053
2931000	-336241.27668449143	-1431.3960755389571	-334809.8806089525	9.483487041785269E9	3.5526350155529165E9	1.8147924517375474E9	4.526104596135046E9	2.4712208253795547E9	4.38607593418589E10	3.238647059232258	0.6761286134935063	1.0262938531429782E-10	-334809.8806089525	-1420.6275447310745
2932000	-336253.12303783564	-1441.3619513295514	-334811.76108650607	1.1847348895602385E10	4.301865316766876E9	2.1774366005273323E9	5.46922046865095E9	2.9681033204618473E9	4.588634843278374E10	3.238647059232258	0.7067397685236303	8.361721986520374E-11	-334811.76108650607	-1430.7529428696546
2933000	-336232.9652382916	-1427.5406051171208	-334805.4246331745	8.665347140201197E9	3.2548440090204263E9	1.6496681278268297E9	4.1467920592271748E9	2.221728653416724E9	2.7012719555526E10	3.238647059232258	0.7067397685236303	1.1090319269690081E-10	-334805.4246331745	-1417.1793306639845
2934000	-336231.6690568331	-1423.5510255340039	-334808.1180312991	8.406369315593828E9	3.1093751386830397E9	1.562567337825039E9	3.973455793795495E9	2.09989006689298E9	3.5240606617999245E10	3.238647059232258	0.7067397685236303	1.1595210505153391E-10	-334808.1180312991	-1412.8793848998569
2935000	-336277.5790299537	-1467.8212364524236	-334809.75779350125	1.847499610061845E10	6.846618646224243E9	3.4346558597896824E9	8.71067753678712E9	4.624399678507782E9	8.017033640007074E10	3.238647059232258	0.7067397685236303	5.328507582863863E-11	-334809.75779350125	-1457.1043846656507
2936000	-336333.79941323225	-1522.8559134868435	-334810.9434997454	4.91260481823655E10	1.805144933790616E10	9.053220717456244E9	2.293181816452209E10	1.226367047617085E10	2.304089751276582E11	3.238647059232258	0.7067397685236303	2.0313854936932824E-11	-334810.9434997454	-1512.0467481667604
2937000	-336351.9003455477	-1539.9925623785446	-334811.9077831692	6.745729815295423E10	2.507211554993385E10	1.2789432473138288E10	3.183417511925731E10	1.7009888105621853E10	2.4276859800430087E11	3.238647059232258	0.7067397685236303	1.4599840020532014E-11	-334811.9077831692	-1529.4611065217218
2938000	-336342.4835086328	-1532.2100153303347	-334810.27349330246	6.071876250413679E10	2.1507252272192154E10	1.096760815210436E10	2.7255428672025234E10	1.4583288837348886E10	2.7068801232006625E11	3.1962408913280655	0.7067397685236303	1.68463644035607E-11	-334810.27349330246	-1521.4413222878973
2939000	-336399.5433811393	-1588.9891625332684	-334810.55421860603	1.682765541102799E11	5.988767068096813E10	3.052713767861957E10	7.628397113122696E10	4.061279792717871E10	5.595158549154271E11	3.1962408913280655	0.7067397685236303	6.063552492999639E-12	-334810.55421860603	-1578.5151817212727
2940000	-336385.4104489312	-1571.0622547450437	-334814.34819418617	1.2454309204024136E11	4.401514468210032E10	2.2245566799343723E10	5.559015789005225E10	2.9595647430253666E10	4.709871653920852E11	3.1962408913280655	0.7067397685236303	8.323992329999995E-12	-334814.34819418617	-1560.4439856614301
2941000	-336378.89336549136	-1567.4293234419576	-334811.4640420494	1.0834196355401349E11	4.042318910255435E10	2.0412996269198063E10	5.101355025256232E10	2.715950052895182E10	5.18308027012168E11	3.1962408913280655	0.7021193836389784	9.051139795738594E-12	-334811.4640420494	-1556.6316505317661
2942000	-336380.4099280305	-1566.5127681162276	-334813.89715991425	1.1287591163601471E11	4.08626581553303E10	2.048858909197284E10	5.121690751885669E10	2.711823203721563E10	4.2909177283609283E11	3.1962408913280655	0.7021193836389784	9.137008840111383E-12	-334813.89715991425	-1555.8945611644765
2943000	-336369.1730209267	-1554.8410691251736	-334814.33195180155	8.976770966148697E10	3.3020689670316055E10	1.6580335187779099E10	4.139297092527655E10	2.1932949648997124E10	3.153600908986212E11	3.1962408913280655	0.7021193836389784	1.1162375659299833E-11	-334814.33195180155	-1544.3308023407876
2944000	-336371.6913075262	-1561.2871113711883	-334810.404196155	1.0052219519363464E11	3.709275674242927E10	1.863149836886221E10	4.643574035719404E10	2.464858658331867E10	3.948701059745865E11	3.1962408913280655	0.7021193836389784	9.86782491549605E-12	-334810.404196155	-1550.6751489350474
2945000	-336367.5588720817	-1556.8308557817709	-334810.7280162999	9.127979241572102E10	3.4070198660581196E10	1.7099420677715313E10	4.263888146450991E10	2.3037310379770332E10	3.2595828411636487E11	3.1962408913280655	0.7021193836389784	1.0495426558768395E-11	-334810.7280162999	-1546.3490823200214
2946000	-336370.0040175661	-1558.1022313247597	-334811.90178624133	9.707734635812135E10	3.472393647418197E10	1.7427495824218624E10	4.342904727696775E10	2.3258760909987568E10	4.03611864202016E11	3.2419629713009024	0.7021193836389784	1.057606414934857E-11	-334811.90178624133	-1547.383386923483
2947000	-336388.1474788111	-1578.8753972674374	-334809.27208154363	1.3850963237728238E11	5.0270974136234055E10	2.5341518848241383E10	6.304794201266744E10	3.4689177121017494E10	5.707491318194037E11	3.2419629713009024	0.7021193836389784	7.333379786038692E-12	-334809.27208154363	-1568.1758474785333
2948000	-336357.2835654586	-1544.3903151169666	-334812.89325034164	7.499332959794165E10	2.7200912311604595E10	1.4029684337915695E10	3.4102737190162014E10	1.876657028846721E10	2.9570301740013086E11	3.2419629713009024	0.7021193836389784	1.3401708980512138E-11	-334812.89325034164	-1533.7460166714627
2949000	-336355.2332227838	-1546.4281723848985	-334808.80505039886	7.809337537664636E10	2.8235074549252712E10	1.4601562108764511E10	3.5176386981185196E10	1.947008303618664E10	2.875650249852122E11	3.2419629713009024	0.7021193836389784	1.2913415756061857E-11	-334808.80505039886	-1535.8488589290862
2950000	-336329.84360803163	-1510.9021974441102	-334818.9414105875	4.148172527541404E10	1.4847062589386173E10	7.67375988663085E9	1.828242743357952E10	1.0256485683130203E10	1.3702565829569354E11	3.2419629713009024	0.708797436320161	2.445463462343842E-11	-334818.9414105875	-1500.426250353646
2951000	-336355.35258582066	-1538.4932006352221	-334816.8593851854	6.44353559978578E10	2.3955783613309837E10	1.2497582099052485E10	2.9719977048287247E10	1.6657091992466698E10	2.1638553155997113E11	3.2419629713009024	0.708797436320161	1.5228562260146857E-11	-334816.8593851854	-1528.0335334003412
2952000	-336342.65517013567	-1516.7144017070157	-334825.94076842867	4.634763613690162E10	1.6343358119768963E10	8.557894812579592E9	2.0308506908306843E10	1.137658034099169E10	1.541161089494869E11	3.2419629713009024	0.708797436320161	2.2008841275491715E-11	-334825.94076842867	-1506.2261866679407
2953000	-336414.2193592124	-1588.3578083877155	-334825.86155082466	1.561958105304449E11	5.5954582904652176E10	2.8162134692916927E10	6.9632675597634E10	3.904196813477897E10	4.340508928503871E11	3.2419629713009024	0.708797436320161	6.492219970004632E-12	-334825.86155082466	-1578.0537567060835
2954000	-336434.36554825795	-1610.6550000897387	-334823.7105481682	2.3234806789739575E11	8.274933414090576E10	4.16428661334042E10	1.0292919144975914E11	5.774547904786546E10	6.279365989525128E11	3.2419629713009024	0.708797436320161	4.390147742396522E-12	-334823.7105481682	-1600.3725214055178
2955000	-336447.2926875811	-1625.1847499300839	-334822.107937651	3.135222304252148E11	1.1124330396105739E11	5.682788519519921E10	1.415322523548015E11	7.879754666038394E10	1.355977780134258E12	3.2419629713009024	0.7034988651282791	3.19059154351046E-12	-334822.107937651	-1614.4512697559564
2956000	-336436.3169232867	-1618.5839074662836	-334817.73301582044	2.6808407061579837E11	1.0206760402745071E11	5.085263061719532E10	1.2670171635056824E11	7.054626236046344E10	1.0556435681197804E12	3.2419629713009024	0.7034988651282791	3.5581965193119757E-12	-334817.73301582044	-1607.9918610602151
2957000	-336418.8042787896	-1602.8910539284682	-334815.91322486114	2.140824214675006E11	7.723418577683582E10	3.845936717332988E10	9.591772767761726E10	5.337363517985025E10	7.775470774882047E11	3.2419629713009024	0.7034988651282791	4.750477186289695E-12	-334815.91322486114	-1592.316066946238
2958000	-336436.8948670141	-1622.5164126176073	-334814.3784543965	2.947122285562874E11	1.097269264361388E11	5.463240313049635E10	1.3620454358941083E11	7.584881654974933E10	1.1335266507041594E12	3.2419629713009024	0.6866578706404818	3.2740372129423228E-12	-334814.3784543965	-1611.9363298528394
2959000	-336487.4296766253	-1666.099090176907	-334821.33058644837	6.454554215330232E11	2.3573690010067984E11	1.1731083493446289E11	2.925763019092367E11	1.6412384156042197E11	2.850552983476781E12	3.2419629713009024	0.6866578706404818	1.5589394508873278E-12	-334821.33058644837	-1655.3381041860484
2960000	-336511.02723396075	-1696.4883823626149	-334814.53885159816	1.1500338686928123E12	4.095249884984835E11	2.0361519551693985E11	5.276039822455496E11	2.848586492569071E11	4.0899748554387046E12	3.2419629713009024	0.6866578706404818	8.986041447442452E-13	-334814.53885159816	-1685.916738056665
2961000	-336542.9717807065	-1732.085828475677	-334810.88595223083	2.152401541775249E12	7.615803183768127E11	3.786315925091436E11	9.811835205434382E11	5.297253820681829E11	6.711611912397473E12	3.2419629713009024	0.6866578706404818	4.729883912163474E-13	-334810.88595223083	-1721.6600138364201
2962000	-336516.7610839838	-1705.7997564986736	-334810.96132748516	1.3049319688345376E12	4.8437527231353845E11	2.4080437664694318E11	6.237158477198077E11	3.2253917067776624E11	5.502882352707074E12	3.2419629713009024	0.6866578706404818	7.519926166272231E-13	-334810.96132748516	-1695.1093169832334
2963000	-336466.45828080527	-1653.7062608033418	-334812.75202000194	5.3403407381466223E11	1.906674599380708E11	9.479668843647781E10	2.455142627480242E11	1.2696861186372833E11	2.273068827087563E12	3.2419629713009024	0.6926550667229494	1.935349622517765E-12	-334812.75202000194	-1642.9555910320375
2964000	-336467.60780152987	-1648.793683447694	-334818.81411808217	4.772114770643529E11	1.7470602415464792E11	9.037350365857373E10	2.2492828665154623E11	1.180037353921953E11	2.1021999137861162E12	3.2419629713009024	0.6926550667229494	2.08522684735752E-12	-334818.81411808217	-1638.046645060954
2965000	-336482.5812459799	-1658.9977867668958	-334823.58345921297	5.89429911873931E11	2.1165867569480243E11	1.0823233634108234E11	2.725024253002076E11	1.4299422245944485E11	2.31873955156208E12	3.2419629713009024	0.6926550667229494	1.7645560188849359E-12	-334823.58345921297	-1648.3195205723719
2966000	-336492.2046050136	-1675.800760994889	-334816.4038440187	7.799992222062408E11	2.8614274072273346E11	1.3859534345762326E11	3.6842939304636743E11	1.933444931829862E11	2.730863269324819E12	3.2419629713009024	0.6926550667229494	1.2665135819049757E-12	-334816.4038440187	-1665.2902003323838
2967000	-336443.20393990626	-1625.8856781033778	-334817.3182618029	3.230592167425658E11	1.1664095239432507E11	5.65068842815633E10	1.5019253174718036E11	7.741753730496432E10	1.3935658752594116E12	3.2419629713009024	0.6926550667229494	3.1192973498501772E-12	-334817.3182618029	-1615.147430862038
2968000	-336454.36441819166	-1642.216560034725	-334812.14785815694	4.2118289264646844E11	1.572625611058283E11	7.619410313650346E10	1.9388373831849426E11	1.0436394537238434E11	1.7429550116157695E12	3.1821079023374903	0.6926550667229494	2.3507072427835938E-12	-334812.14785815694	-1631.5578305529077
2969000	-336440.42399329186	-1631.561111801075	-334808.8628814908	3.48508396056405E11	1.2868098932747731E11	6.296188222145798E10	1.6016300948174908E11	8.62197174018914E10	1.4480694388761646E12	3.1821079023374903	0.6926550667229494	2.8913929227707647E-12	-334808.8628814908	-1620.8809179199086
2970000	-336416.0975449919	-1610.3238964465147	-334805.7736485454	2.4363350898463928E11	8.711707647408002E10	4.4403340218887535E10	1.0843163987555476E11	5.83738916363709E10	1.058816620743264E12	3.1821079023374903	0.6925185359591668	4.1663155104494425E-12	-334805.7736485454	-1599.5918535095407
