# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
2971000	-336440.7716600493	-1636.781349921152	-334803.99031012814	3.7115810978119867E11	1.3871562882909164E11	6.930303521152654E10	1.7616663098489572E11	9.322935062425298E10	1.726877546298803E12	3.2049906216960307	0.6969950265448877	2.612750989652792E-12	-334803.99031012814	-1626.0184015230525
2972000	-336475.35139964527	-1668.4864484617883	-334806.8649511835	6.543912924473486E11	2.445440723705664E11	1.2517406872417422E11	3.158490676241137E11	1.667413992393214E11	2.5568211577319365E12	3.2049906216960307	0.6969950265448877	1.4729482129044742E-12	-334806.8649511835	-1657.903614771526
2973000	-336472.20393457037	-1663.0109557967444	-334809.1929787736	5.835405065522429E11	2.1059068635590436E11	1.0779034858449918E11	2.7231597912942017E11	1.4361336058855838E11	3.122323422473843E12	3.2049906216960307	0.7000735308329851	1.681924414190883E-12	-334809.1929787736	-1652.095769476204
2974000	-336545.996526886	-1734.6752165041073	-334811.3213103819	2.2133290138363037E12	7.879363719709635E11	4.0332077790084454E11	1.0190109003225056E12	5.3489003491323236E11	7.1928251970251875E12	3.2049906216960307	0.7000735308329851	4.4924968927149225E-13	-334811.3213103819	-1724.244318518562
2975000	-336614.5545766749	-1793.9150781503574	-334820.63949852454	6.153206800655874E12	2.3349405252330586E12	1.1758718328826675E12	2.9709217590794146E12	1.5594848731110894E12	2.5410476478809383E13	3.241431128040296	0.7000735308329851	1.5244639862978543E-13	-334820.63949852454	-1783.2892492009769
2976000	-336630.74703643617	-1813.4333570689846	-334817.3136793672	8.976168876847658E12	3.3125660867002695E12	1.6674730534021084E12	4.212974771797431E12	2.211489787596905E12	3.402885111727664E13	3.241431128040296	0.7000735308329851	1.1182110136667113E-13	-334817.3136793672	-1802.8250837934147
2977000	-336646.9467271634	-1827.7280416387155	-334819.21868552465	1.118641957855202E13	4.2858197128917266E12	2.1524927723278247E12	5.438345507049391E12	2.854707309725593E12	4.118554902969017E13	3.241431128040296	0.7000735308329851	8.460640274258883E-14	-334819.21868552465	-1817.2075010954748
2978000	-336674.5047569986	-1846.5033533263252	-334828.0014036723	1.546616452957549E13	5.998944654993774E12	2.9878735554541416E12	7.54890084927699E12	3.962611214402072E12	5.30542265729566E13	3.241431128040296	0.7000735308329851	6.02637933979868E-14	-334828.0014036723	-1836.0685248784073
2979000	-336653.1076604215	-1830.109410828393	-334822.99824959313	1.216249147645796E13	4.3974146517319644E12	2.251766149736619E12	5.689099039880164E12	2.986325935267667E12	4.685278638887562E13	3.1947273251569652	0.6924184962767865	8.142179352713972E-14	-334822.99824959313	-1819.5143565564774
2980000	-336653.8411653605	-1836.7986015211018	-334817.0425638394	1.3953803476135006E13	4.94203260972482E12	2.530655652347449E12	6.393692383732877E12	3.3562009040281753E12	4.9512653209129984E13	3.1947273251569652	0.68900587937159	7.236619533309157E-14	-334817.0425638394	-1826.2661152656517
2981000	-336620.28600547457	-1806.778675733347	-334813.5073297412	7.813287646840649E12	2.8348608924465E12	1.4484633385972878E12	3.603138872522284E12	1.9209888164740786E12	3.784255655159399E13	3.2173277004598386	0.68900587937159	1.2505134162295133E-13	-334813.5073297412	-1795.960751404494
2982000	-336615.0602741806	-1797.8984096604297	-334817.16186452017	6.743537900679193E12	2.481524869029911E12	1.2679457207050005E12	3.1540645892202314E12	1.6815645900021746E12	2.772690603428124E13	3.2173277004598386	0.68900587937159	1.440607117013414E-13	-334817.16186452017	-1787.2501474335265
2983000	-336589.92461431574	-1770.3009463017772	-334819.62366801396	4.2627346251490283E12	1.5029695421861113E12	7.714929522249196E11	1.9191163027063586E12	1.0231470047621565E12	1.6851941090120328E13	3.2173277004598386	0.68900587937159	2.392186312743928E-13	-334819.62366801396	-1759.643985559076
2984000	-336633.0116348173	-1806.5576344340918	-334826.4540003832	8.1556112159036E12	2.9883035904824478E12	1.473795393855448E12	3.666165566089366E12	1.9545046756100596E12	3.146965103027558E13	3.2173277004598386	0.68900587937159	1.2429405252836813E-13	-334826.4540003832	-1795.9301889493063
2985000	-336642.7851444003	-1821.4248731518844	-334821.36027124844	1.0781316393564475E13	3.895279215705039E12	1.9187451499272786E12	4.773130330810818E12	2.544658034990835E12	4.022032302445089E13	3.2173277004598386	0.68900587937159	9.42417968782443E-14	-334821.36027124844	-1810.8285884499214
2986000	-336618.5894971013	-1800.1501591855606	-334818.43933791574	7.148488057878509E12	2.634090635960331E12	1.2974893746122812E12	3.2276987455017314E12	1.7295530303170134E12	2.4478041302916664E13	3.2173277004598386	0.68900587937159	1.404553332233862E-13	-334818.43933791574	-1789.6518437443171
2987000	-336641.54890703614	-1818.2050292565216	-334823.3438777796	9.832968074038035E12	3.612428052598915E12	1.7913027927437837E12	4.456100581286101E12	2.387783628631396E12	4.007054208639774E13	3.2173277004598386	0.68900587937159	1.0167942812177565E-13	-334823.3438777796	-1807.5365902626777
2988000	-336640.2182928577	-1817.6881984548604	-334822.53009440284	9.49879332008783E12	3.5292981981409375E12	1.7812669185282063E12	4.401388489548344E12	2.3743894385343486E12	3.8510727856423336E13	3.2173277004598386	0.68900587937159	1.033559167454863E-13	-334822.53009440284	-1807.0431268879777
2989000	-336601.2410311705	-1778.885711579548	-334822.35531959095	4.888285447972039E12	1.7622172018345078E12	8.893935889323535E11	2.215966550646071E12	1.1855314297293787E12	1.9992569197948273E13	3.2173277004598386	0.68900587937159	2.040563847506379E-13	-334822.35531959095	-1768.2166785967622
2990000	-336604.44069077633	-1785.4694209784277	-334818.9712697979	5.360395266212555E12	2.0097256671268135E12	9.987628482384163E11	2.4816477587499805E12	1.3276851597280098E12	1.8575825188655652E13	3.2173277004598386	0.68900587937159	1.8186398529233002E-13	-334818.9712697979	-1774.9889097858338
2991000	-336558.2391888052	-1744.9239907008541	-334813.31519810436	2.655687546599798E12	9.763007853715725E11	4.8372844742325903E11	1.201871446596952E12	6.429886684909908E11	1.1707755460642129E13	3.1914219218198747	0.68900587937159	3.7841945634552266E-13	-334813.31519810436	-1734.1820133396768
2992000	-336556.5194528683	-1740.0865991648102	-334816.4328537035	2.4117658569748643E12	8.958472876914169E11	4.447195473296056E11	1.1028538340369856E12	5.90006619442332E11	8.06643745326739E12	3.1914219218198747	0.68900587937159	4.111445259102321E-13	-334816.4328537035	-1729.6343027540886
2993000	-336575.45298857376	-1756.39304831903	-334819.0599402547	3.276046863133786E12	1.206784424026223E12	5.990898878986289E11	1.5117767623760708E12	7.947848602527035E11	1.2119234306787537E13	3.1914219218198747	0.68900587937159	3.0660786624206505E-13	-334819.0599402547	-1745.826751834461
2994000	-336535.13963082974	-1718.4774702885777	-334816.66216054116	1.6101779618495518E12	5.914471436966107E11	3.008001499139483E11	7.459836610435637E11	3.9219996158974866E11	8.002040795590354E12	3.1914219218198747	0.68900587937159	6.275333607395954E-13	-334816.66216054116	-1707.6107600136195
2995000	-336504.2645284007	-1686.8308077479323	-334817.4337206527	9.325270522801383E11	3.47916711097217E11	1.743596346815294E11	4.324097581145865E11	2.3282092331415796E11	4.050545728648156E12	3.1914219218198747	0.68900587937159	1.0672385371367602E-12	-334817.4337206527	-1676.1144405437642
2996000	-336528.8191482307	-1711.764730008082	-334817.05441822263	1.4797459977044019E12	5.4567246067615643E11	2.7297938919130737E11	6.769704695294088E11	3.6446926415452155E11	5.057470051113829E12	3.1914219218198747	0.68900587937159	6.767425943759038E-13	-334817.05441822263	-1701.281431316115
2997000	-336534.3295326566	-1721.2009240666064	-334813.12860859	1.7068855014757568E12	6.252835649569774E11	3.1281369259961865E11	7.7911477081886E11	4.2377285732880493E11	5.045981686823803E12	3.1914219218198747	0.68900587937159	5.948482323143703E-13	-334813.12860859	-1710.8487552215947
2998000	-336510.2650100395	-1700.9437997413008	-334809.3212102982	1.2177731279207292E12	4.4865739741069763E11	2.244633636470091E11	5.590025608208147E11	3.0407513774719073E11	4.2299678706551313E12	3.1853137486684573	0.68900587937159	8.148609757625258E-13	-334809.3212102982	-1690.4557435564057
2999000	-336527.87402655085	-1711.6519337043042	-334816.2220928465	1.4255020492675002E12	5.4265098604231287E11	2.7148442438365176E11	6.760831382112239E11	3.6777878684661316E11	5.880969995932995E12	3.1853137486684573	0.68900587937159	6.689222120003322E-13	-334816.2220928465	-1701.0315025919829
3000000	-336507.9101869896	-1696.3645180372348	-334811.54566895234	1.134873492655811E12	4.0934176880025226E11	2.0478803382385464E11	5.099745636753601E11	2.7312173967700406E11	5.034841947691149E12	3.1853137486684573	0.68900587937159	8.9832727980051E-13	-334811.54566895234	-1685.6048546925451
3001000	-336514.31605275034	-1698.4893674362193	-334815.8266853141	1.159432126747413E12	4.318987057092767E11	2.1610402485545633E11	5.4489124627167334E11	2.9236999693851825E11	4.574513133150231E12	3.1853137486684573	0.68900587937159	8.458053583475739E-13	-334815.8266853141	-1687.8857709029696
3002000	-336508.3326717957	-1693.2368162701987	-334815.09585552546	1.08907317530969E12	3.811470003669258E11	1.96232467976229E11	4.947794970129064E11	2.6547410393672583E11	3.766430702237947E12	3.1853137486684573	0.68900587937159	9.163659658375798E-13	-334815.09585552546	-1682.7475457972682
3003000	-336514.5206778237	-1699.6871140187006	-334814.833563805	1.1675885568445222E12	4.2546930409159326E11	2.1905111587822705E11	5.412882636747539E11	2.963494753789035E11	5.235782254756477E12	3.1853137486684573	0.68900587937159	8.423487333182584E-13	-334814.833563805	-1688.9525925625476
3004000	-336508.65718839125	-1692.4976756852975	-334816.159512706	1.0319475075449686E12	3.7697907516489886E11	1.9405757405527908E11	4.7957742408030804E11	2.65958884118953E11	3.798522074476279E12	3.1853137486684573	0.6955789900341605	9.63896504514625E-13	-334816.159512706	-1681.9494033893614
3005000	-336537.9348580425	-1714.7546360360259	-334823.1802220065	1.501466767093123E12	5.446461098563254E11	2.8035374764923303E11	6.928895008088184E11	3.8422739127918024E11	4.565648651547453E12	3.1853137486684573	0.6955789900341605	6.605077775025311E-13	-334823.1802220065	-1704.400012261393
3006000	-336522.86192621366	-1697.127289631059	-334825.7346365826	1.123625876179623E12	4.145617337037798E11	2.1068646834770114E11	5.2083980190303577E11	2.888098418670312E11	4.461495996514714E12	3.1853137486684573	0.6955789900341605	8.765399596586934E-13	-334825.7346365826	-1686.5130518968176
3007000	-336503.8859552946	-1680.4570450262097	-334823.4289102684	8.128652327044043E11	2.994916707416858E11	1.4830884625226294E11	3.8243307295924457E11	2.0864939435907233E11	2.4562084021741934E12	3.1853137486684573	0.6955789900341605	1.200014675704435E-12	-334823.4289102684	-1670.125879900661
3008000	-336494.91943595523	-1671.3297114955844	-334823.5897244596	7.449511286267642E11	2.6053825502937305E11	1.3066814263421054E11	3.3355533272785333E11	1.8022462060348444E11	2.825853276128126E12	3.1853137486684573	0.6955789900341605	1.3890847038830702E-12	-334823.5897244596	-1660.712189921287
3009000	-336516.9567739818	-1690.9359151191466	-334826.02085886267	1.0085729240036035E12	3.701746364366876E11	1.918044893220198E11	4.739031759986053E11	2.560389311870186E11	3.7524138424216177E12	3.1853137486684573	0.6955789900341605	9.618789154292012E-13	-334826.02085886267	-1680.4019488201322
3010000	-336525.8835065488	-1703.442419429064	-334822.44108711975	1.2239182656785815E12	4.639756892868616E11	2.3885057350913467E11	5.900272628090518E11	3.188234498355018E11	5.310832742411713E12	3.1853137486684573	0.6955789900341605	7.962471937572377E-13	-334822.44108711975	-1692.7498937197506
3011000	-336560.23785610526	-1745.15448497832	-334815.08337112697	2.76312068120732E12	9.76867941467965E11	5.0290033164754865E11	1.2361082000311921E12	6.713626218658629E11	9.078718810463977E12	3.1853137486684573	0.6955789900341605	3.7344586836418843E-13	-334815.08337112697	-1734.6821543174085
3012000	-336597.32528363285	-1767.9956047723635	-334829.3296788605	4.100472633590643E12	1.429733529976966E12	7.568138280320104E11	1.860272548282477E12	1.0345970734523042E12	1.4424172148013002E13	3.183064001900599	0.6955789900341605	2.51679769872256E-13	-334829.3296788605	-1757.4553007673176
3013000	-336615.86932459223	-1780.1302091069754	-334835.7391154853	4.718398697389754E12	1.6925432118806104E12	9.325559268622402E11	2.20796252542786E12	1.2442607782686682E12	2.5061317295636645E13	3.183064001900599	0.6955789900341605	2.054280816647251E-13	-334835.7391154853	-1769.2403434671448
3014000	-336635.6117638015	-1800.8704533908565	-334834.7413104106	6.927904440296987E12	2.5381182510887446E12	1.3984679671561672E12	3.2878241900798E12	1.8565888450125544E12	3.1635026561792504E13	3.183064001900599	0.6955789900341605	1.40666344745309E-13	-334834.7413104106	-1790.1259748855705
3015000	-336633.3254605218	-1807.3652850937904	-334825.960175428	8.175333740118899E12	2.904434385594458E12	1.4958306879391843E12	3.7273832947664126E12	2.1047701833271333E12	3.169030701398919E13	3.183064001900599	0.6955789900341605	1.2159738441284282E-13	-334825.960175428	-1796.7645902710497
3016000	-336614.1989742904	-1791.8895375383229	-334822.30943675205	6.163589838589352E12	2.1979647817295388E12	1.1698771288250032E12	2.8207321353878555E12	1.5927883476641287E12	2.46619502263028E13	3.183064001900599	0.6955789900341605	1.589056559598322E-13	-334822.30943675205	-1781.272264385442
3017000	-336600.54947882984	-1786.2068885067854	-334814.34259032307	5.677707215855331E12	2.0098201005932761E12	1.0505863398168281E12	2.533168620061064E12	1.4152415866459114E12	1.978753124196872E13	3.183064001900599	0.6955789900341605	1.777864503515078E-13	-334814.34259032307	-1775.6976647559231
3018000	-336615.0958303855	-1800.4320820279613	-334814.66374835756	7.251110461548796E12	2.554344360334553E12	1.3425864845083062E12	3.2194768423019624E12	1.7986834821855664E12	3.2531919270916293E13	3.183064001900599	0.6955789900341605	1.415029194030234E-13	-334814.66374835756	-1789.6537230438767
3019000	-336613.5721441452	-1800.5305540387455	-334813.04159010644	7.284503339460309E12	2.632362706587557E12	1.3652114170221653E12	3.273650148585355E12	1.828991578324123E12	2.9241154375410574E13	3.183064001900599	0.6955789900341605	1.3520648714530648E-13	-334813.04159010644	-1789.9043113671962
3020000	-336613.9983443997	-1795.5406311960066	-334818.4577132037	6.407085157870113E12	2.4106416046517974E12	1.2502055580723286E12	2.997912354061499E12	1.646845106029802E12	2.3067446381247633E13	3.183064001900599	0.6955789900341605	1.4894908505770808E-13	-334818.4577132037	-1785.0548386710104
3021000	-336615.22847570735	-1800.7511749403366	-334814.47730076703	7.196473340290865E12	2.666386463403953E12	1.3768212577358633E12	3.3927541918591826E12	1.8136486781394568E12	2.8315825037214723E13	3.183064001900599	0.6955789900341605	1.3634184491027806E-13	-334814.47730076703	-1790.1487347541815
3022000	-336599.40470391687	-1781.6525229007796	-334817.7521810161	4.966517817544671E12	1.8775698344817256E12	9.568292755878448E11	2.389056917000245E12	1.277105418883167E12	1.6994962661680781E13	3.183064001900599	0.6894353769288163	1.9028670136811617E-13	-334817.7521810161	-1771.2275533401732
3023000	-336568.0305771048	-1759.1167000471505	-334808.9138770576	3.458407222888906E12	1.254366031722111E12	6.290474273338392E11	1.5960436110603247E12	8.531963624597634E11	1.4915512855861785E13	3.183064001900599	0.6894353769288163	2.91299707629029E-13	-334808.9138770576	-1748.39685071994
3024000	-336571.6955960122	-1764.1188375211516	-334807.57675849105	3.7854020840744136E12	1.3864574362448738E12	7.013278586555466E11	1.7640726422069517E12	9.430392957671002E11	1.4438939522550584E13	3.183064001900599	0.6894353769288163	2.609288286301994E-13	-334807.57675849105	-1753.5414561784708
3025000	-336547.96065697237	-1736.6812707076303	-334811.27938626474	2.251419800439585E12	8.263984279767781E11	4.2041073412587714E11	1.0491744922282076E12	5.620788961740469E11	1.0897280210017195E13	3.183064001900599	0.6894353769288163	4.493787440348585E-13	-334811.27938626474	-1725.8422300605516
3026000	-336535.15379237983	-1723.2808947942863	-334811.87289758556	1.8288840023943208E12	6.675872764396702E11	3.4131222860660034E11	8.443055986447947E11	4.5406123115226654E11	6.575882030155649E12	3.183064001900599	0.6894353769288163	5.456007361224839E-13	-334811.87289758556	-1712.7531312909093
3027000	-336487.85491854383	-1677.522433345055	-334810.3324851988	8.083830554863606E11	2.9414160221602167E11	1.5038545757302618E11	3.720122988308246E11	2.0339426168064246E11	3.2414329074742905E12	3.183064001900599	0.6894353769288163	1.249579609743967E-12	-334810.3324851988	-1666.8742167415928
3028000	-336434.6898380562	-1624.5187052563292	-334810.1711327999	3.132929503409265E11	1.1311145176375323E11	5.727222901134543E10	1.430647870317491E11	7.698524684795987E10	1.0386581563507245E12	3.183064001900599	0.6894353769288163	3.279809584648726E-12	-334810.1711327999	-1614.0445612879705
